"24,25,33,42,57,89 | SS: 68",
"10,25,40,46,47,74 | SS: 31",
"18,25,41,44,60,78 | SS: 72",
"1,6,35,48,62,65 | SS: 83",
"3,31,35,57,82,84 | SS: 16",
"20,42,52,67,72,77 | SS: 3",
"5,16,35,63,69,77 | SS: 3",
"18,32,37,46,64,70 | SS: 44",
"13,23,26,27,50,63 | SS: 1",
"20,22,33,38,40,51 | SS: 76",
"12,41,64,78,79,88 | SS: 86",
"10,22,37,55,76,87 | SS: 43",
"2,37,64,83,89,90 | SS: 23",
"27,39,56,58,63,64 | SS: 38",
"17,26,51,54,61,62 | SS: 8",
"3,8,58,66,82,87 | SS: 55",
"8,30,33,40,64,78 | SS: 59",
"6,37,53,54,72,84 | SS: 84",
"4,9,21,24,52,71 | SS: 58",
"12,18,26,40,53,63 | SS: 58",
"7,42,56,69,74,76 | SS: 4",
"21,30,38,65,67,90 | SS: 7",
"1,21,32,35,59,86 | SS: 6",
"31,46,57,70,71,80 | SS: 8",
"1,27,38,41,79,81 | SS: 29",
"17,39,41,43,87,89 | SS: 44",
"11,23,50,68,89,90 | SS: 32",
"5,17,27,38,53,57 | SS: 16",
"1,13,23,73,83,85 | SS: 3",
"8,18,20,28,41,56 | SS: 55",
"39,41,58,64,71,77 | SS: 74",
"20,38,49,50,53,64 | SS: 62",
"38,41,43,55,61,71 | SS: 75",
"40,45,51,52,56,78 | SS: 5",
"22,45,49,52,60,65 | SS: 26",
"14,41,47,62,65,88 | SS: 37",
"13,38,52,56,73,90 | SS: 24",
"2,37,50,65,68,90 | SS: 60",
"6,30,48,69,71,74 | SS: 22",
"18,39,48,50,57,83 | SS: 55",
"1,23,33,50,55,78 | SS: 82",
"27,39,58,60,68,85 | SS: 82",
"11,32,36,40,54,63 | SS: 57",
"4,6,9,33,65,73 | SS: 12",
"5,21,57,71,72,84 | SS: 11",
"7,9,17,18,47,81 | SS: 20",
"3,4,5,71,81,82 | SS: 10",
"9,21,43,49,53,86 | SS: 62",
"31,45,46,52,69,83 | SS: 34",
"2,40,48,78,81,90 | SS: 14",
"6,28,46,64,77,82 | SS: 15",
"10,12,14,53,63,71 | SS: 41",
"5,13,41,58,70,73 | SS: 28",
"5,6,18,23,49,61 | SS: 82",
"32,45,47,61,67,75 | SS: 83",
"3,34,54,67,71,77 | SS: 49",
"4,12,41,57,77,78 | SS: 3",
"8,11,23,59,73,75 | SS: 11",
"52,53,56,69,82,90 | SS: 50",
"9,15,61,66,72,73 | SS: 79",
"18,53,57,67,75,80 | SS: 39",
"7,14,15,49,86,90 | SS: 19",
"14,19,20,26,33,65 | SS: 36",
"2,15,34,40,57,89 | SS: 73",
"13,30,42,58,80,86 | SS: 72",
"6,17,28,43,46,76 | SS: 84",
"26,28,41,47,81,84 | SS: 70",
"23,29,41,55,76,79 | SS: 5",
"5,12,42,51,55,80 | SS: 60",
"23,27,53,55,74,86 | SS: 65",
"9,11,41,52,86,89 | SS: 9",
"4,21,29,31,45,59 | SS: 2",
"3,58,67,69,70,84 | SS: 11",
"22,27,38,51,80,82 | SS: 31",
"41,43,45,60,66,78 | SS: 75",
"9,25,40,58,85,86 | SS: 34",
"6,35,48,53,81,86 | SS: 71",
"17,25,64,66,74,76 | SS: 78",
"12,13,20,54,67,84 | SS: 77",
"20,22,39,65,69,71 | SS: 53",
"33,36,48,62,82,90 | SS: 61",
"12,35,37,42,55,58 | SS: 13",
"1,39,45,49,87,88 | SS: 41",
"5,7,10,14,20,36 | SS: 11",
"24,29,40,55,56,77 | SS: 79",
"4,6,52,79,81,83 | SS: 53",
"16,28,39,40,63,85 | SS: 33",
"10,18,45,55,66,70 | SS: 53",
"14,21,24,49,71,81 | SS: 17",
"23,35,37,58,61,73 | SS: 13",
"8,18,41,54,75,79 | SS: 8",
"11,19,28,34,38,45 | SS: 31",
"23,40,49,57,68,69 | SS: 56",
"4,9,25,30,57,66 | SS: 77",
"3,42,54,69,73,80 | SS: 29",
"17,29,40,56,60,80 | SS: 2",
"52,64,68,76,84,87 | SS: 6",
"16,52,59,63,84,90 | SS: 55",
"10,30,36,64,69,76 | SS: 88",
"14,68,70,84,85,87 | SS: 16",
"7,45,58,62,69,76 | SS: 37",
"16,22,23,25,62,82 | SS: 11",
"35,38,39,51,74,80 | SS: 20",
"9,10,19,40,52,56 | SS: 42",
"14,23,63,70,75,89 | SS: 83",
"5,51,52,60,62,80 | SS: 23",
"30,59,61,86,88,90 | SS: 77",
"1,37,61,68,71,83 | SS: 25",
"4,13,28,30,47,59 | SS: 56",
"11,27,28,55,58,73 | SS: 12",
"6,14,49,52,67,68 | SS: 25",
"27,38,41,81,84,86 | SS: 69",
"11,22,33,44,65,66 | SS: 17",
"19,24,29,53,74,83 | SS: 40",
"4,6,16,39,41,44 | SS: 78",
"5,19,42,44,68,84 | SS: 38",
"3,20,27,41,59,82 | SS: 31",
"1,41,46,50,84,89 | SS: 19",
"4,27,47,57,59,89 | SS: 4",
"22,28,37,39,53,86 | SS: 70",
"52,63,67,71,83,89 | SS: 46",
"13,22,23,42,47,87 | SS: 69",
"3,4,14,15,65,85 | SS: 43",
"20,26,30,33,54,83 | SS: 64",
"19,32,38,62,77,79 | SS: 83",
"1,8,46,57,73,79 | SS: 32",
"8,10,49,57,79,81 | SS: 65",
"15,36,57,58,79,86 | SS: 47",
"13,46,47,67,68,90 | SS: 40",
"23,43,45,53,66,69 | SS: 59",
"2,9,16,35,46,63 | SS: 5",
"7,9,29,51,60,70 | SS: 41",
"20,28,42,48,51,62 | SS: 47",
"10,19,23,39,40,83 | SS: 13",
"45,56,59,69,73,77 | SS: 81",
"11,23,25,72,78,84 | SS: 40",
"4,43,45,55,56,60 | SS: 55",
"21,39,51,59,68,86 | SS: 48",
"14,26,36,60,62,84 | SS: 68",
"21,22,28,50,55,68 | SS: 35",
"2,19,56,58,63,71 | SS: 14",
"11,15,16,42,48,52 | SS: 16",
"27,29,30,53,54,86 | SS: 57",
"24,32,36,47,50,78 | SS: 72",
"17,33,38,43,49,80 | SS: 30",
"5,10,76,82,83,89 | SS: 49",
"3,44,74,81,87,89 | SS: 66",
"2,35,38,44,68,83 | SS: 73",
"6,10,12,34,66,77 | SS: 58",
"26,34,39,46,54,89 | SS: 11",
"2,4,24,62,73,75 | SS: 49",
"6,22,29,42,48,66 | SS: 81",
"43,62,72,73,85,86 | SS: 17",
"27,34,37,42,53,76 | SS: 55",
"34,38,61,71,74,83 | SS: 79",
"20,30,37,83,88,89 | SS: 66",
"3,11,25,34,46,64 | SS: 75",
"5,30,36,43,48,78 | SS: 51",
"29,30,43,44,75,87 | SS: 85",
"38,54,57,66,74,88 | SS: 57",
"41,43,46,47,63,87 | SS: 44",
"27,33,41,73,79,90 | SS: 39",
"13,28,36,41,79,88 | SS: 32",
"5,16,44,61,80,90 | SS: 16",
"26,50,51,55,85,87 | SS: 19",
"16,43,53,79,80,82 | SS: 61",
"3,13,24,60,70,75 | SS: 30",
"9,16,23,50,53,79 | SS: 84",
"10,30,36,49,55,62 | SS: 66",
"7,25,46,67,69,86 | SS: 77",
"14,23,51,55,68,76 | SS: 86",
"5,6,7,50,72,74 | SS: 26",
"12,38,45,66,70,73 | SS: 85",
"4,19,58,60,67,82 | SS: 29",
"2,8,17,73,77,84 | SS: 84",
"13,16,59,66,77,79 | SS: 75",
"32,34,57,58,67,79 | SS: 66",
"2,24,43,74,81,85 | SS: 40",
"5,9,22,69,74,84 | SS: 83",
"20,30,32,38,61,67 | SS: 6",
"8,25,28,45,54,66 | SS: 28",
"28,39,40,44,72,76 | SS: 52",
"8,33,36,41,51,68 | SS: 8",
"23,40,42,60,62,63 | SS: 80",
"14,33,53,54,64,78 | SS: 85",
"15,23,31,45,51,58 | SS: 64",
"8,31,67,77,81,86 | SS: 62",
"10,23,47,49,84,85 | SS: 24",
"1,6,7,11,79,88 | SS: 26",
"1,3,11,53,75,81 | SS: 26",
"15,27,42,53,65,85 | SS: 49",
"9,18,65,70,75,87 | SS: 81",
"26,34,40,53,60,68 | SS: 19",
"8,12,20,24,45,73 | SS: 3",
"9,13,51,61,81,83 | SS: 59",
"24,27,41,54,62,63 | SS: 37",
"17,27,44,50,66,85 | SS: 32",
"6,7,11,20,33,81 | SS: 8",
"14,43,54,69,80,90 | SS: 57",
"17,23,43,48,52,66 | SS: 3",
"5,18,22,34,52,66 | SS: 46",
"21,23,30,45,68,85 | SS: 89",
"23,36,38,62,75,81 | SS: 62",
"6,20,40,55,71,80 | SS: 75",
"21,29,34,36,46,51 | SS: 60",
"11,27,39,43,61,85 | SS: 43",
"10,11,27,31,66,83 | SS: 57",
"13,14,41,53,60,65 | SS: 45",
"2,20,31,48,58,59 | SS: 30",
"3,28,49,72,83,84 | SS: 17",
"4,10,19,50,71,83 | SS: 11",
"2,36,39,50,59,64 | SS: 3",
"2,10,28,37,56,75 | SS: 58",
"19,41,67,76,82,85 | SS: 10",
"10,14,16,40,50,55 | SS: 31",
"14,20,24,49,83,84 | SS: 45",
"4,13,47,75,80,82 | SS: 22",
"4,18,28,41,61,75 | SS: 72",
"43,44,45,50,67,76 | SS: 9",
"39,51,52,58,72,84 | SS: 37",
"6,8,14,15,59,79 | SS: 2",
"14,27,34,47,73,88 | SS: 52",
"5,22,47,54,63,84 | SS: 82",
"15,60,82,85,86,87 | SS: 42",
"6,16,22,69,73,78 | SS: 38",
"20,32,49,50,51,58 | SS: 59",
"19,31,39,60,72,80 | SS: 49",
"21,23,28,59,79,82 | SS: 81",
"3,25,57,69,71,87 | SS: 62",
"3,18,49,63,68,82 | SS: 51",
"13,28,63,76,80,85 | SS: 54",
"21,26,33,34,45,86 | SS: 80",
"11,18,25,26,54,84 | SS: 69",
"4,7,39,71,79,89 | SS: 11",
"15,25,42,53,56,73 | SS: 61",
"10,21,23,26,35,50 | SS: 76",
"18,24,26,33,34,47 | SS: 30",
"8,26,32,34,53,58 | SS: 78",
"10,31,40,59,80,85 | SS: 48",
"43,54,60,70,75,89 | SS: 20",
"6,9,54,63,64,68 | SS: 84",
"3,18,26,54,61,72 | SS: 30",
"13,23,35,36,57,64 | SS: 5",
"13,20,39,48,74,89 | SS: 50",
"45,48,50,57,70,71 | SS: 52",
"24,59,63,64,82,90 | SS: 24",
"2,21,23,56,69,87 | SS: 42",
"1,14,21,35,64,85 | SS: 5",
"13,14,25,34,59,84 | SS: 17",
"11,13,22,34,54,77 | SS: 72",
"33,39,78,79,83,84 | SS: 88",
"34,42,69,76,81,85 | SS: 49",
"6,37,69,73,79,88 | SS: 7",
"4,11,85,86,87,88 | SS: 2",
"3,16,17,54,61,90 | SS: 21",
"23,40,60,79,80,87 | SS: 69",
"13,14,49,55,71,77 | SS: 32",
"41,43,55,65,80,85 | SS: 74",
"1,6,13,20,73,85 | SS: 73",
"6,22,43,60,66,73 | SS: 31",
"4,7,15,24,36,78 | SS: 85",
"17,23,45,57,64,89 | SS: 31",
"17,18,24,34,57,82 | SS: 21",
"5,7,59,70,72,73 | SS: 4",
"17,28,63,72,75,81 | SS: 51",
"12,23,36,42,50,71 | SS: 40",
"5,23,46,52,60,80 | SS: 54",
"7,34,47,52,74,86 | SS: 7",
"1,20,27,41,60,77 | SS: 43",
"6,38,55,71,80,85 | SS: 24",
"4,5,29,32,69,89 | SS: 46",
"2,26,37,38,69,85 | SS: 10",
"1,16,64,70,72,82 | SS: 86",
"9,11,27,53,63,78 | SS: 88",
"29,35,65,67,70,80 | SS: 79",
"2,12,16,18,59,61 | SS: 4",
"1,31,55,65,76,88 | SS: 34",
"17,28,62,64,74,84 | SS: 90",
"3,13,44,45,56,61 | SS: 34",
"14,22,42,44,47,79 | SS: 29",
"8,33,35,39,78,83 | SS: 72",
"2,25,27,50,88,90 | SS: 86",
"2,13,14,41,52,79 | SS: 12",
"4,14,42,46,53,60 | SS: 85",
"4,8,28,33,34,57 | SS: 88",
"57,60,68,70,80,83 | SS: 64",
"26,27,40,51,67,86 | SS: 82",
"5,43,57,58,72,87 | SS: 72",
"13,41,47,58,81,84 | SS: 81",
"6,21,25,59,63,68 | SS: 70",
"6,48,64,80,87,89 | SS: 82",
"31,34,49,66,75,88 | SS: 16",
"11,13,16,22,42,51 | SS: 47",
"1,23,44,45,47,60 | SS: 19",
"2,23,24,42,46,88 | SS: 27",
"19,39,41,42,45,88 | SS: 27",
"14,67,73,86,89,90 | SS: 77",
"13,23,37,43,64,79 | SS: 20",
"7,21,23,28,29,31 | SS: 66",
"5,11,39,41,62,80 | SS: 33",
"14,31,40,42,52,65 | SS: 69",
"6,17,26,35,57,64 | SS: 23",
"18,40,55,58,71,85 | SS: 46",
"3,19,27,43,61,77 | SS: 41",
"27,32,33,44,60,89 | SS: 5",
"32,43,53,75,77,88 | SS: 79",
"1,50,68,75,81,84 | SS: 25",
"13,22,49,58,64,75 | SS: 16",
"26,36,43,51,63,89 | SS: 57",
"13,28,29,32,39,81 | SS: 36",
"36,46,69,70,73,82 | SS: 84",
"2,4,5,42,53,83 | SS: 43",
"52,56,66,68,70,73 | SS: 12",
"20,34,36,68,72,74 | SS: 49",
"4,7,20,24,41,67 | SS: 35",
"6,26,51,53,78,89 | SS: 70",
"15,22,29,32,35,67 | SS: 23",
"13,23,26,31,46,89 | SS: 24",
"3,8,37,54,74,84 | SS: 26",
"21,33,44,55,75,80 | SS: 64",
"27,48,50,69,74,81 | SS: 36",
"4,17,37,56,73,90 | SS: 11",
"4,42,45,72,82,84 | SS: 10",
"21,48,60,61,67,71 | SS: 22",
"21,30,55,60,70,75 | SS: 25",
"5,54,68,69,71,81 | SS: 56",
"20,61,76,78,85,87 | SS: 72",
"16,42,54,55,65,83 | SS: 90",
"34,50,52,59,70,83 | SS: 74",
"3,25,49,58,64,66 | SS: 77",
"2,4,8,20,22,76 | SS: 60",
"17,35,43,56,63,85 | SS: 74",
"23,25,53,55,71,79 | SS: 6",
"6,18,27,30,52,56 | SS: 80",
"9,13,15,43,53,68 | SS: 69",
"28,29,46,68,81,88 | SS: 40",
"3,8,18,25,58,75 | SS: 54",
"5,16,23,40,47,80 | SS: 13",
"19,21,29,74,77,88 | SS: 56",
"13,30,43,49,74,89 | SS: 32",
"31,42,43,63,83,86 | SS: 86",
"7,10,11,29,32,87 | SS: 51",
"15,33,40,71,74,82 | SS: 15",
"19,25,33,49,57,72 | SS: 38",
"5,6,11,22,35,85 | SS: 53",
"4,15,17,40,64,75 | SS: 80",
"31,38,59,69,72,88 | SS: 73",
"8,12,15,40,66,89 | SS: 15",
"2,10,21,29,46,70 | SS: 59",
"3,18,41,58,62,73 | SS: 20",
"1,7,34,46,69,80 | SS: 42",
"14,20,46,62,84,85 | SS: 78",
"5,6,24,44,45,76 | SS: 64",
"48,63,65,72,77,82 | SS: 47",
"23,32,34,35,41,47 | SS: 2",
"7,18,22,25,30,72 | SS: 51",
"21,25,26,45,49,59 | SS: 82",
"10,29,41,77,83,85 | SS: 80",
"4,11,41,72,83,86 | SS: 30",
"16,29,30,47,52,84 | SS: 17",
"29,46,57,66,72,86 | SS: 40",
"9,39,55,75,79,86 | SS: 56",
"31,41,62,64,74,87 | SS: 68",
"18,30,40,52,60,71 | SS: 70",
"22,37,48,72,77,85 | SS: 72",
"3,5,7,54,76,85 | SS: 64",
"6,19,27,63,71,77 | SS: 70",
"21,45,48,72,79,87 | SS: 89",
"35,40,48,49,52,89 | SS: 32",
"6,58,68,83,89,90 | SS: 50",
"29,31,33,42,51,72 | SS: 62",
"4,12,37,59,63,90 | SS: 15",
"1,12,33,40,41,83 | SS: 67",
"9,28,52,63,77,79 | SS: 39",
"1,10,18,19,32,36 | SS: 53",
"11,24,25,30,43,47 | SS: 5",
"11,16,35,59,65,87 | SS: 52",
"22,27,48,55,58,90 | SS: 11",
"7,25,33,51,58,70 | SS: 31",
"3,10,20,36,37,49 | SS: 14",
"2,8,50,77,79,82 | SS: 36",
"1,64,73,79,80,86 | SS: 68",
"36,40,49,54,66,83 | SS: 44",
"7,15,48,49,65,80 | SS: 39",
"15,28,45,46,66,76 | SS: 43",
"27,29,31,60,74,88 | SS: 23",
"28,35,43,45,64,85 | SS: 35",
"17,26,46,56,71,90 | SS: 22",
"9,45,66,68,71,85 | SS: 44",
"4,19,32,47,74,81 | SS: 90",
"29,30,31,32,35,57 | SS: 6",
"42,51,71,77,80,82 | SS: 5",
"5,8,22,41,60,73 | SS: 54",
"11,20,34,46,48,90 | SS: 81",
"11,24,32,40,44,85 | SS: 36",
"9,20,43,49,52,57 | SS: 8",
"16,38,60,79,83,85 | SS: 36",
"40,57,60,66,80,81 | SS: 9",
"8,20,40,44,46,49 | SS: 48",
"4,11,18,23,83,88 | SS: 70",
"8,32,51,54,62,69 | SS: 30",
"10,59,61,62,68,74 | SS: 31",
"13,14,20,31,55,60 | SS: 25",
"10,21,24,48,63,67 | SS: 45",
"13,18,30,44,51,81 | SS: 52",
"20,31,39,59,60,82 | SS: 10",
"54,55,67,76,80,85 | SS: 52",
"1,4,22,44,70,72 | SS: 53",
"6,18,37,63,72,73 | SS: 28",
"2,35,51,58,63,88 | SS: 51",
"1,23,27,54,67,83 | SS: 30",
"3,47,51,77,85,88 | SS: 39",
"8,14,17,39,49,55 | SS: 80",
"2,15,25,62,76,81 | SS: 5",
"10,28,35,37,73,75 | SS: 27",
"15,21,30,31,42,80 | SS: 42",
"10,11,19,22,39,88 | SS: 73",
"5,19,21,30,33,48 | SS: 39",
"2,19,23,46,49,72 | SS: 88",
"2,8,10,18,20,79 | SS: 10",
"1,3,5,53,62,71 | SS: 53",
"7,10,35,40,53,75 | SS: 33",
"27,32,51,67,71,81 | SS: 90",
"31,34,62,63,82,87 | SS: 77",
"4,8,47,48,63,90 | SS: 12",
"1,6,31,37,47,71 | SS: 72",
"10,17,19,21,63,74 | SS: 60",
"2,10,33,55,73,74 | SS: 49",
"5,28,46,49,52,76 | SS: 21",
"14,45,55,62,76,80 | SS: 17",
"21,61,69,76,79,81 | SS: 76",
"8,23,25,48,78,83 | SS: 39",
"10,18,44,56,73,86 | SS: 55",
"17,48,52,58,86,87 | SS: 49",
"4,6,11,31,69,73 | SS: 26",
"34,67,76,77,86,90 | SS: 43",
"4,17,28,36,42,50 | SS: 71",
"2,23,32,36,63,64 | SS: 76",
"10,56,69,70,79,81 | SS: 45",
"25,49,54,55,62,73 | SS: 86",
"10,35,38,41,51,56 | SS: 51",
"6,9,25,28,75,79 | SS: 20",
"37,42,49,53,57,65 | SS: 8",
"26,45,58,65,70,82 | SS: 73",
"16,46,61,71,75,85 | SS: 12",
"1,33,40,61,64,73 | SS: 48",
"5,15,20,32,65,75 | SS: 24",
"1,31,40,62,64,74 | SS: 11",
"16,24,25,43,64,78 | SS: 12",
"4,10,14,48,58,83 | SS: 63",
"16,35,37,42,43,68 | SS: 8",
"20,37,50,70,75,88 | SS: 16",
"5,43,46,56,58,90 | SS: 54",
"3,8,44,52,69,85 | SS: 67",
"10,14,37,66,88,89 | SS: 88",
"15,16,17,36,62,83 | SS: 31",
"1,9,19,49,53,88 | SS: 44",
"13,27,31,60,65,75 | SS: 69",
"14,55,56,57,58,66 | SS: 65",
"9,25,27,36,54,86 | SS: 31",
"42,54,66,78,80,88 | SS: 14",
"6,31,57,60,65,80 | SS: 71",
"43,55,70,79,83,85 | SS: 4",
"8,34,38,53,78,79 | SS: 37",
"6,18,40,41,45,88 | SS: 12",
"7,11,26,59,82,83 | SS: 54",
"3,19,30,47,49,75 | SS: 14",
"6,15,25,31,72,79 | SS: 31",
"5,19,58,59,83,87 | SS: 32",
"5,10,51,62,77,81 | SS: 58",
"49,56,57,61,62,86 | SS: 53",
"7,25,38,39,66,69 | SS: 24",
"5,29,40,47,52,80 | SS: 61",
"12,23,25,34,41,63 | SS: 20",
"56,59,64,67,72,78 | SS: 86",
"18,22,32,34,52,56 | SS: 45",
"30,43,46,62,73,90 | SS: 73",
"16,19,28,44,60,78 | SS: 73",
"5,16,38,45,63,83 | SS: 83",
"9,39,47,52,71,82 | SS: 52",
"59,73,75,76,78,88 | SS: 5",
"34,47,71,73,82,90 | SS: 52",
"3,9,11,35,65,74 | SS: 29",
"29,33,44,52,63,65 | SS: 84",
"26,28,31,35,37,65 | SS: 5",
"1,12,26,44,51,90 | SS: 45",
"12,38,46,49,60,65 | SS: 46",
"11,16,23,31,49,78 | SS: 13",
"2,12,15,31,63,71 | SS: 57",
"1,6,20,43,59,73 | SS: 89",
"11,19,36,41,65,82 | SS: 15",
"2,17,23,39,58,82 | SS: 6",
"9,10,21,25,27,68 | SS: 6",
"5,8,71,74,77,81 | SS: 70",
"1,21,39,42,52,89 | SS: 17",
"2,4,69,75,79,88 | SS: 7",
"48,54,61,68,79,87 | SS: 45",
"17,21,40,56,61,79 | SS: 85",
"38,49,50,54,78,82 | SS: 43",
"20,38,42,61,81,82 | SS: 80",
"28,51,55,62,80,90 | SS: 90",
"9,31,44,59,70,86 | SS: 81",
"7,44,45,58,76,80 | SS: 13",
"2,9,10,32,66,77 | SS: 44",
"12,13,19,26,75,82 | SS: 54",
"4,9,14,33,36,77 | SS: 15",
"7,29,42,62,68,73 | SS: 21",
"5,12,23,31,84,90 | SS: 77",
"16,18,33,53,58,89 | SS: 59",
"8,25,40,54,58,63 | SS: 63",
"15,30,37,39,56,74 | SS: 47",
"8,30,32,61,67,85 | SS: 9",
"30,56,80,81,85,87 | SS: 2",
"5,18,28,38,44,76 | SS: 89",
"9,48,51,53,73,88 | SS: 43",
"5,24,32,67,82,88 | SS: 89",
"17,18,19,33,35,62 | SS: 58",
"3,37,42,59,63,84 | SS: 64",
"7,9,17,54,73,90 | SS: 3",
"26,38,43,46,72,73 | SS: 45",
"20,23,40,51,55,85 | SS: 80",
"18,40,54,83,85,89 | SS: 57",
"5,9,15,17,48,74 | SS: 75",
"12,14,18,53,84,86 | SS: 35",
"2,8,29,47,59,65 | SS: 26",
"18,20,21,23,40,43 | SS: 10",
"9,28,43,50,61,88 | SS: 62",
"1,12,20,21,42,58 | SS: 34",
"8,16,29,61,65,69 | SS: 85",
"5,17,28,59,70,90 | SS: 66",
"12,30,45,48,59,60 | SS: 90",
"10,19,29,30,56,71 | SS: 13",
"1,38,42,78,82,84 | SS: 71",
"8,31,51,65,78,79 | SS: 77",
"14,44,72,81,85,86 | SS: 47",
"7,21,35,38,64,80 | SS: 87",
"2,5,7,36,58,64 | SS: 62",
"2,18,24,35,41,84 | SS: 20",
"7,28,63,69,73,77 | SS: 14",
"16,52,60,75,81,88 | SS: 49",
"11,24,42,50,89,90 | SS: 44",
"2,14,28,36,78,85 | SS: 11",
"16,18,22,24,34,80 | SS: 53",
"8,19,20,41,74,84 | SS: 74",
"36,38,45,61,79,83 | SS: 52",
"6,9,17,20,60,67, | SS: 73",
